code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,id_assessment,date_submitted,is_banked,score,id_site,date,sum_click
EEE,2014B,2434339,M,South West Region,A Level or Equivalent,40-50%,35-55,1,135,N,Distinction,-25.0,,30717.0,152.0,0.0,90.0,790737.0,41.0,1.0
DDD,2013J,597365,M,North Western Region,A Level or Equivalent,0-10%,35-55,0,60,N,Pass,-73.0,,24292.0,108.0,0.0,91.0,673543.0,152.0,4.0
GGG,2014J,675811,F,East Anglian Region,Lower Than A Level,60-70%,35-55,0,30,N,Distinction,-63.0,,37443.0,224.0,0.0,100.0,896978.0,207.0,3.0
DDD,2013B,538701,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,-30.0,,25347.0,209.0,0.0,71.0,547546.0,52.0,7.0
FFF,2014J,630905,M,Wales,HE Qualification,50-60%,0-35,0,120,N,Distinction,-95.0,,24292.0,108.0,0.0,100.0,882551.0,196.0,4.0
FFF,2013B,533614,M,Ireland,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction,-90.0,,34860.0,19.0,0.0,100.0,527430.0,16.0,1.0
FFF,2014B,629541,M,East Midlands Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,-52.0,,34897.0,180.0,0.0,66.0,779427.0,-1.0,3.0
CCC,2014J,609969,M,North Region,Lower Than A Level,,0-35,0,60,N,Pass,-95.0,,25351.0,123.0,0.0,74.0,909296.0,31.0,1.0
CCC,2014J,1945240,M,East Midlands Region,Lower Than A Level,50-60%,35-55,1,90,N,Withdrawn,-126.0,142.0,25344.0,117.0,0.0,72.0,909316.0,110.0,1.0
FFF,2014J,683346,M,North Region,Lower Than A Level,,35-55,0,60,N,Distinction,-60.0,,34902.0,131.0,0.0,91.0,883064.0,221.0,4.0
BBB,2014J,588944,M,North Western Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,-94.0,,37416.0,121.0,0.0,85.0,913473.0,66.0,2.0
FFF,2013J,238150,M,Scotland,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,-61.0,,34873.0,17.0,0.0,88.0,716222.0,31.0,9.0
DDD,2013J,597571,M,South Region,Lower Than A Level,60-70%,0-35,0,120,N,Pass,-22.0,,25353.0,207.0,0.0,52.0,673727.0,61.0,3.0
FFF,2013B,2479413,M,South East Region,HE Qualification,30-40%,35-55,0,90,N,Pass,-73.0,,34871.0,214.0,0.0,91.0,526741.0,121.0,18.0
FFF,2014B,630734,M,North Region,Lower Than A Level,,35-55,0,60,N,Pass,-45.0,,34889.0,128.0,0.0,85.0,779075.0,79.0,7.0
FFF,2013J,1065824,M,Wales,HE Qualification,50-60%,35-55,0,150,N,Distinction,-190.0,,34877.0,166.0,0.0,93.0,716216.0,-2.0,1.0
FFF,2014J,646357,M,Wales,Lower Than A Level,30-40%,35-55,0,60,N,Distinction,-38.0,,34909.0,207.0,0.0,85.0,882547.0,32.0,5.0
BBB,2014B,305373,F,London Region,Lower Than A Level,0-10%,0-35,0,150,Y,Fail,-110.0,,15008.0,26.0,0.0,67.0,768771.0,102.0,1.0
FFF,2013B,182468,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,90,N,Fail,-58.0,,34868.0,220.0,0.0,68.0,526738.0,-1.0,4.0
CCC,2014B,571025,M,East Anglian Region,No Formal quals,20-30%,0-35,0,60,N,Withdrawn,-211.0,209.0,24286.0,20.0,0.0,80.0,729671.0,44.0,1.0
DDD,2014B,603690,F,South Region,Lower Than A Level,40-50%,0-35,0,120,N,Pass,-61.0,,25357.0,73.0,0.0,85.0,772698.0,211.0,1.0
FFF,2013J,602669,M,South Region,A Level or Equivalent,50-60%,35-55,0,90,N,Distinction,-35.0,,34878.0,94.0,0.0,88.0,716216.0,166.0,2.0
FFF,2013B,2439239,M,Ireland,Post Graduate Qualification,,35-55,0,60,N,Pass,-28.0,,34867.0,87.0,0.0,74.0,527219.0,-7.0,2.0
DDD,2013B,191972,M,Ireland,A Level or Equivalent,40-50%,0-35,4,120,N,Pass,-227.0,,25338.0,150.0,0.0,67.0,547963.0,115.0,1.0
DDD,2013B,426871,M,South East Region,Lower Than A Level,80-90%,0-35,1,60,N,Pass,-66.0,,25339.0,199.0,0.0,81.0,547829.0,109.0,1.0
FFF,2014J,647945,M,East Anglian Region,Lower Than A Level,40-50%,0-35,0,120,N,Pass,-150.0,,34899.0,16.0,0.0,86.0,883169.0,163.0,1.0
FFF,2013J,602511,F,South West Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,-44.0,,34874.0,46.0,0.0,88.0,716216.0,25.0,4.0
FFF,2014J,684311,M,South Region,A Level or Equivalent,20-30%,0-35,0,90,N,Pass,-34.0,,34909.0,241.0,0.0,79.0,883075.0,135.0,1.0
CCC,2014J,687206,M,Scotland,HE Qualification,90-100%,55<=,0,30,N,Distinction,-36.0,,24293.0,156.0,0.0,98.0,909094.0,61.0,1.0
FFF,2013B,470786,M,South West Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,-23.0,,34871.0,222.0,0.0,53.0,526839.0,33.0,3.0
FFF,2014J,2143440,M,South West Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,-135.0,,34907.0,133.0,0.0,80.0,882550.0,180.0,4.0
BBB,2013B,547757,M,South West Region,A Level or Equivalent,40-50%,0-35,0,60,N,Distinction,-24.0,,14986.0,88.0,0.0,94.0,542811.0,81.0,1.0
EEE,2013J,578450,F,East Anglian Region,Lower Than A Level,10-20,0-35,0,120,N,Fail,-92.0,,24287.0,69.0,0.0,4.0,551048.0,18.0,10.0
FFF,2013B,558907,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,-23.0,,34866.0,37.0,0.0,99.0,526737.0,45.0,3.0
FFF,2014J,633867,M,Scotland,Lower Than A Level,60-70%,0-35,0,90,N,Pass,-30.0,,34905.0,65.0,0.0,93.0,882993.0,223.0,1.0
FFF,2014J,636783,M,North Region,HE Qualification,40-50%,0-35,0,150,N,Distinction,-88.0,,24291.0,30.0,0.0,100.0,882673.0,101.0,120.0
CCC,2014J,589565,F,South Region,Lower Than A Level,80-90%,35-55,0,60,N,Distinction,-115.0,,34893.0,83.0,0.0,96.0,909092.0,20.0,1.0
FFF,2014J,589332,F,Scotland,A Level or Equivalent,40-50%,35-55,0,90,N,Pass,-114.0,,34905.0,38.0,0.0,80.0,882683.0,154.0,3.0
BBB,2013B,248103,F,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-101.0,,14993.0,126.0,0.0,80.0,542807.0,111.0,2.0
CCC,2014J,554761,M,Scotland,A Level or Equivalent,20-30%,35-55,1,60,N,Fail,-28.0,,34866.0,90.0,0.0,96.0,909013.0,109.0,3.0
FFF,2013B,465312,F,North Region,A Level or Equivalent,,0-35,1,120,N,Pass,-106.0,,34865.0,23.0,0.0,79.0,527134.0,-16.0,1.0
FFF,2014J,77692,M,Wales,HE Qualification,50-60%,35-55,0,60,N,Pass,-46.0,,34908.0,233.0,0.0,88.0,883142.0,1.0,1.0
FFF,2014B,616383,M,North Region,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction,-126.0,,34892.0,38.0,0.0,99.0,779277.0,62.0,1.0
CCC,2014B,278861,M,Wales,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn,-305.0,226.0,24286.0,20.0,0.0,100.0,729683.0,0.0,1.0
FFF,2013J,609229,M,Ireland,A Level or Equivalent,,35-55,0,120,N,Pass,-31.0,,24289.0,209.0,0.0,100.0,716219.0,185.0,7.0
CCC,2014B,633857,F,North Region,Lower Than A Level,,0-35,0,60,N,Distinction,-24.0,,24288.0,139.0,0.0,100.0,729683.0,150.0,19.0
FFF,2013J,573093,M,South East Region,A Level or Equivalent,70-80%,35-55,0,90,N,Pass,-191.0,,24291.0,33.0,0.0,56.0,716310.0,233.0,1.0
FFF,2013B,558770,F,North Western Region,Lower Than A Level,40-50%,35-55,0,60,N,Pass,-24.0,,34870.0,207.0,0.0,77.0,527109.0,199.0,1.0
DDD,2013J,67471,F,London Region,Lower Than A Level,20-30%,0-35,2,60,N,Pass,-124.0,,25354.0,241.0,0.0,47.0,674449.0,-13.0,3.0
FFF,2014B,632588,F,North Region,A Level or Equivalent,70-80%,0-35,0,60,N,Distinction,-25.0,,34895.0,168.0,0.0,87.0,779652.0,214.0,1.0
BBB,2013B,2132811,F,West Midlands Region,Lower Than A Level,10-20,0-35,0,60,Y,Pass,-60.0,,14994.0,164.0,0.0,60.0,542807.0,227.0,11.0
CCC,2014B,582087,M,Scotland,Lower Than A Level,40-50%,0-35,0,90,N,Fail,-131.0,,24289.0,209.0,0.0,65.0,729680.0,205.0,3.0
DDD,2014B,543976,F,East Midlands Region,Lower Than A Level,50-60%,35-55,0,60,N,Withdrawn,-88.0,72.0,25355.0,15.0,0.0,63.0,772729.0,3.0,8.0
FFF,2014J,684882,M,Wales,A Level or Equivalent,80-90%,0-35,0,120,N,Pass,-53.0,,34901.0,86.0,0.0,61.0,882547.0,58.0,1.0
EEE,2014B,588765,M,South West Region,A Level or Equivalent,60-70%,0-35,0,90,N,Pass,-25.0,,24293.0,158.0,0.0,73.0,790732.0,221.0,2.0
DDD,2013J,1569426,M,South West Region,A Level or Equivalent,20-30%,35-55,0,60,N,Pass,-29.0,,25354.0,237.0,0.0,82.0,674306.0,234.0,1.0
AAA,2014J,287210,M,Scotland,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,-156.0,,1759.0,38.0,0.0,78.0,877399.0,-19.0,2.0
FFF,2014J,549847,M,South East Region,Lower Than A Level,40-50%,0-35,0,90,N,Pass,-31.0,,34901.0,101.0,0.0,83.0,882573.0,214.0,1.0
CCC,2014J,610033,M,South Region,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction,-16.0,,24294.0,207.0,0.0,90.0,909269.0,29.0,1.0
BBB,2013B,487329,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,1,180,N,Fail,-79.0,,14995.0,189.0,0.0,80.0,542864.0,31.0,2.0
FFF,2014B,348855,M,Scotland,Post Graduate Qualification,20-30%,35-55,0,60,N,Pass,-59.0,,34889.0,128.0,0.0,76.0,779089.0,223.0,3.0
FFF,2014J,695803,M,South Region,HE Qualification,90-100%,35-55,0,60,N,Pass,-22.0,,34901.0,90.0,0.0,82.0,882577.0,27.0,2.0
DDD,2014J,2260861,M,Scotland,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,-64.0,,25362.0,17.0,0.0,90.0,1006067.0,238.0,1.0
DDD,2013J,343911,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,N,Fail,-87.0,,25349.0,52.0,0.0,67.0,673519.0,122.0,6.0
BBB,2013B,116603,F,Scotland,HE Qualification,20-30%,35-55,0,60,N,Distinction,-28.0,,14993.0,126.0,0.0,100.0,542864.0,55.0,1.0
FFF,2013B,525469,M,North Region,Lower Than A Level,,0-35,1,120,N,Pass,-66.0,,34863.0,137.0,0.0,68.0,527185.0,130.0,3.0
FFF,2013B,513428,F,Wales,A Level or Equivalent,0-10%,0-35,1,120,N,Fail,-107.0,,34910.0,242.0,0.0,60.0,527176.0,229.0,2.0
FFF,2014J,628149,M,Ireland,Lower Than A Level,0-10%,0-35,0,90,N,Pass,-108.0,,34906.0,138.0,0.0,90.0,882622.0,220.0,2.0
FFF,2014B,626644,M,South West Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,-74.0,,34886.0,23.0,0.0,96.0,779075.0,27.0,5.0
AAA,2014J,2596621,M,South West Region,A Level or Equivalent,50-60%,55<=,0,60,N,Pass,-101.0,,34880.0,75.0,0.0,90.0,877026.0,28.0,2.0
DDD,2013B,338076,M,Scotland,HE Qualification,50-60%,0-35,0,90,N,Pass,-27.0,,25345.0,152.0,0.0,94.0,547683.0,80.0,1.0
DDD,2013J,594869,F,North Western Region,A Level or Equivalent,50-60%,0-35,0,60,N,Fail,-67.0,,25348.0,20.0,0.0,67.0,673740.0,10.0,9.0
CCC,2014J,578820,M,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn,-17.0,159.0,30712.0,159.0,0.0,58.0,909087.0,3.0,2.0
EEE,2014J,560881,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,90,Y,Fail,-35.0,,30722.0,165.0,0.0,66.0,832658.0,11.0,3.0
DDD,2014B,523857,F,West Midlands Region,HE Qualification,20-30%,0-35,0,120,Y,Pass,-110.0,,14999.0,129.0,0.0,63.0,772738.0,229.0,3.0
DDD,2014J,655585,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,120,N,Pass,-130.0,,25366.0,146.0,0.0,72.0,936981.0,192.0,4.0
FFF,2013J,584468,F,North Western Region,A Level or Equivalent,30-40%,35-55,0,120,N,Pass,-138.0,,34884.0,188.0,0.0,85.0,716216.0,135.0,1.0
BBB,2014J,379212,F,North Western Region,Lower Than A Level,30-40%,35-55,0,180,N,Withdrawn,-37.0,116.0,15021.0,54.0,0.0,60.0,913671.0,108.0,4.0
FFF,2013B,2087100,M,South West Region,HE Qualification,40-50%,35-55,0,60,N,Distinction,-67.0,,34862.0,87.0,0.0,88.0,526721.0,46.0,1.0
FFF,2014B,498266,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,120,N,Distinction,-47.0,,34887.0,51.0,0.0,86.0,779359.0,158.0,1.0
FFF,2014J,687410,M,North Region,Lower Than A Level,20-30%,0-35,0,120,N,Pass,-43.0,,34906.0,121.0,0.0,83.0,883092.0,34.0,1.0
BBB,2013J,111942,F,South West Region,A Level or Equivalent,70-80%,35-55,0,120,N,Pass,-128.0,,14997.0,44.0,0.0,82.0,703737.0,39.0,1.0
FFF,2014B,632588,F,North Region,A Level or Equivalent,70-80%,0-35,0,60,N,Distinction,-25.0,,34888.0,87.0,0.0,76.0,779089.0,178.0,17.0
EEE,2013J,227192,M,London Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,-31.0,,24289.0,209.0,0.0,61.0,551172.0,221.0,2.0
FFF,2013J,564702,M,South Region,A Level or Equivalent,30-40%,0-35,0,90,N,Pass,-136.0,,34884.0,210.0,0.0,63.0,716238.0,212.0,3.0
FFF,2014J,650108,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,120,N,Pass,-86.0,,34909.0,242.0,0.0,61.0,883060.0,5.0,1.0
BBB,2014J,654206,F,East Anglian Region,Lower Than A Level,80-90%,0-35,0,120,N,Pass,-57.0,,15021.0,42.0,0.0,55.0,913503.0,57.0,3.0
FFF,2013J,571862,M,North Region,A Level or Equivalent,70-80%,0-35,0,60,N,Distinction,-149.0,,34881.0,111.0,0.0,89.0,716325.0,109.0,1.0
BBB,2013B,476596,F,Yorkshire Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,-30.0,,14995.0,189.0,0.0,80.0,542864.0,228.0,3.0
FFF,2013B,556429,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,-15.0,,34868.0,154.0,0.0,66.0,526737.0,30.0,1.0
FFF,2013B,560182,M,South Region,Lower Than A Level,90-100%,35-55,0,90,Y,Pass,-21.0,,34864.0,159.0,0.0,97.0,526721.0,36.0,11.0
CCC,2014B,406265,M,Scotland,Lower Than A Level,40-50%,0-35,0,30,Y,Withdrawn,-29.0,39.0,24286.0,20.0,0.0,100.0,730135.0,5.0,1.0
FFF,2013B,328476,M,West Midlands Region,Lower Than A Level,30-40%,0-35,0,120,N,Pass,-15.0,,34860.0,8.0,0.0,86.0,526721.0,188.0,4.0
CCC,2014J,561476,M,East Anglian Region,Lower Than A Level,70-80%,0-35,0,30,N,Pass,-67.0,,25352.0,165.0,0.0,78.0,909020.0,37.0,1.0
BBB,2013J,445760,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,-144.0,,14998.0,94.0,0.0,73.0,703721.0,11.0,2.0
DDD,2014J,651120,F,North Region,Post Graduate Qualification,,0-35,0,90,N,Pass,-122.0,,25363.0,41.0,0.0,90.0,813955.0,183.0,1.0
FFF,2014B,599398,M,South Region,Lower Than A Level,90-100%,0-35,0,120,N,Pass,-72.0,,34894.0,193.0,0.0,93.0,779671.0,192.0,5.0
FFF,2014B,627622,F,South Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass,-68.0,,34896.0,150.0,0.0,64.0,779075.0,143.0,2.0
FFF,2014J,509536,M,East Midlands Region,Lower Than A Level,90-100%,35-55,0,60,N,Pass,-154.0,,34899.0,23.0,0.0,90.0,883076.0,215.0,2.0
FFF,2013B,265855,F,Scotland,Lower Than A Level,40-50%,35-55,0,60,N,Pass,-102.0,,34864.0,164.0,0.0,62.0,527183.0,100.0,6.0
DDD,2014B,1916140,F,Yorkshire Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,-51.0,,24291.0,29.0,0.0,88.0,773030.0,213.0,1.0
FFF,2014B,420042,F,Yorkshire Region,HE Qualification,40-50%,35-55,0,150,N,Pass,-29.0,,34897.0,185.0,0.0,78.0,779089.0,38.0,1.0
CCC,2014B,319042,M,London Region,A Level or Equivalent,10-20,35-55,0,180,N,Fail,-29.0,,34893.0,112.0,0.0,56.0,729787.0,27.0,18.0
FFF,2013J,601213,M,South Region,HE Qualification,50-60%,0-35,0,90,N,Distinction,-53.0,,34884.0,206.0,0.0,92.0,716289.0,66.0,1.0
CCC,2014B,587783,M,East Anglian Region,Lower Than A Level,80-90%,0-35,0,120,N,Pass,-24.0,,34874.0,41.0,0.0,90.0,729671.0,-14.0,3.0
FFF,2013B,371787,F,Ireland,Post Graduate Qualification,,0-35,0,60,N,Pass,-25.0,,34869.0,133.0,0.0,75.0,526737.0,7.0,16.0
BBB,2013J,570271,F,South Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,-144.0,,15005.0,133.0,0.0,100.0,703721.0,125.0,1.0
DDD,2014J,1917311,M,Scotland,HE Qualification,20-30%,35-55,0,60,N,Pass,-25.0,,25368.0,242.0,0.0,80.0,813706.0,47.0,1.0
FFF,2014J,684671,M,South East Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,-59.0,,34907.0,215.0,0.0,65.0,882565.0,170.0,1.0
FFF,2014J,656065,F,South East Region,HE Qualification,80-90%,0-35,0,60,N,Pass,-78.0,,34906.0,234.0,0.0,63.0,882617.0,-6.0,1.0
DDD,2013J,2639310,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,90,N,Pass,-74.0,,25350.0,88.0,0.0,89.0,674100.0,227.0,1.0
FFF,2014J,294112,M,Scotland,A Level or Equivalent,40-50%,0-35,0,150,N,Fail,-28.0,,24292.0,110.0,0.0,61.0,882545.0,92.0,2.0
DDD,2013B,546862,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,Y,Pass,-64.0,,25340.0,231.0,0.0,60.0,547889.0,28.0,1.0
FFF,2014J,626579,F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,120,N,Fail,-87.0,,34907.0,240.0,0.0,59.0,883144.0,195.0,1.0
GGG,2014J,653943,F,South Region,A Level or Equivalent,80-90%,0-35,0,30,N,Distinction,-72.0,,37436.0,122.0,0.0,55.0,896943.0,199.0,2.0
DDD,2013J,403052,F,Yorkshire Region,HE Qualification,20-30%,0-35,0,150,N,Fail,-22.0,0.0,25365.0,-1.0,1.0,68.0,674194.0,26.0,1.0
FFF,2013J,606712,M,North Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,-29.0,,34875.0,104.0,0.0,86.0,716682.0,46.0,1.0
FFF,2013J,360986,M,London Region,A Level or Equivalent,10-20,35-55,1,120,N,Pass,-23.0,,34883.0,166.0,0.0,69.0,716808.0,221.0,1.0
BBB,2013J,587810,F,Wales,Lower Than A Level,30-40%,0-35,0,120,N,Pass,-52.0,,15000.0,164.0,0.0,78.0,704229.0,170.0,2.0
DDD,2014B,633008,M,Wales,Post Graduate Qualification,80-90%,35-55,0,60,N,Distinction,-22.0,,25361.0,236.0,0.0,91.0,772705.0,168.0,7.0
DDD,2014B,590541,F,Wales,A Level or Equivalent,50-60%,35-55,1,120,N,Distinction,-75.0,,25360.0,198.0,0.0,91.0,772729.0,112.0,2.0
DDD,2013J,445109,F,Scotland,HE Qualification,90-100%,0-35,0,60,N,Fail,-53.0,,25349.0,52.0,0.0,83.0,673537.0,172.0,2.0
FFF,2014J,685772,M,South Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass,-46.0,,34901.0,105.0,0.0,56.0,882617.0,30.0,3.0
GGG,2014J,694009,F,North Western Region,Lower Than A Level,20-30%,0-35,0,30,Y,Distinction,-9.0,,37435.0,54.0,0.0,65.0,896978.0,65.0,15.0
DDD,2014B,618683,M,Wales,HE Qualification,90-100%,35-55,0,60,N,Distinction,-117.0,,25355.0,24.0,0.0,94.0,773119.0,207.0,1.0
FFF,2014B,620819,M,Ireland,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,-57.0,,34887.0,51.0,0.0,92.0,779349.0,18.0,8.0
FFF,2013B,2139037,F,East Anglian Region,HE Qualification,90-100%,0-35,0,120,N,Distinction,-52.0,,24283.0,94.0,0.0,86.0,526741.0,127.0,9.0
FFF,2013J,561889,M,Wales,A Level or Equivalent,10-20,0-35,0,60,N,Pass,-11.0,,34880.0,95.0,0.0,73.0,716238.0,95.0,1.0
FFF,2014B,542557,M,Scotland,HE Qualification,90-100%,35-55,0,60,N,Distinction,-170.0,,34890.0,170.0,0.0,94.0,779089.0,127.0,1.0
CCC,2014J,598963,M,North Western Region,HE Qualification,80-90%,35-55,0,30,N,Pass,-51.0,,24298.0,219.0,0.0,75.0,909013.0,47.0,2.0
FFF,2014B,2606636,M,North Western Region,A Level or Equivalent,10-20,0-35,0,60,N,Distinction,-60.0,,34895.0,154.0,0.0,95.0,779089.0,73.0,11.0
DDD,2014B,590410,F,South West Region,A Level or Equivalent,30-40%,0-35,0,120,Y,Withdrawn,-86.0,144.0,25357.0,70.0,0.0,57.0,772704.0,14.0,1.0
FFF,2014J,109577,M,North Western Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,-50.0,,24297.0,147.0,0.0,60.0,882667.0,219.0,1.0
FFF,2014J,674751,M,North Western Region,A Level or Equivalent,90-100%,0-35,0,60,N,Distinction,-99.0,,34910.0,227.0,0.0,94.0,883282.0,1.0,2.0
FFF,2013J,2143739,M,North Western Region,Lower Than A Level,40-50%,35-55,0,180,N,Pass,-29.0,,34878.0,52.0,0.0,98.0,716696.0,128.0,1.0
FFF,2013J,602577,M,Scotland,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,-45.0,,34883.0,187.0,0.0,89.0,716290.0,92.0,33.0
GGG,2014B,415818,F,West Midlands Region,Lower Than A Level,10-20,35-55,0,30,N,Pass,-102.0,,37428.0,187.0,0.0,80.0,798757.0,214.0,3.0
FFF,2013B,487636,M,North Western Region,A Level or Equivalent,20-30%,0-35,0,90,N,Pass,-36.0,,34869.0,130.0,0.0,58.0,527134.0,3.0,1.0
FFF,2014B,2492787,M,North Western Region,Lower Than A Level,30-40%,0-35,3,60,N,Distinction,-141.0,,34889.0,128.0,0.0,89.0,779653.0,95.0,3.0
FFF,2014B,626231,M,Ireland,Lower Than A Level,,0-35,0,90,N,Pass,-24.0,,34889.0,127.0,0.0,61.0,779358.0,192.0,1.0
EEE,2014J,547153,M,Wales,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,-36.0,,30722.0,166.0,0.0,94.0,832567.0,5.0,2.0
FFF,2013B,315945,M,London Region,A Level or Equivalent,0-10%,0-35,0,70,N,Pass,-88.0,,34865.0,66.0,0.0,80.0,527261.0,138.0,1.0
FFF,2014J,640429,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,90,N,Distinction,-150.0,,34903.0,197.0,0.0,91.0,882545.0,18.0,1.0
GGG,2013J,2679386,F,South Region,A Level or Equivalent,10-20,35-55,0,30,N,Distinction,-100.0,,37415.0,58.0,0.0,70.0,661572.0,122.0,3.0
FFF,2014J,678946,M,London Region,HE Qualification,20-30%,0-35,0,60,N,Pass,-25.0,,34904.0,24.0,0.0,98.0,882537.0,8.0,3.0
FFF,2014J,651238,M,North Western Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,-32.0,,34901.0,90.0,0.0,71.0,882663.0,207.0,1.0
FFF,2014J,2293511,M,Yorkshire Region,HE Qualification,20-30%,0-35,0,60,N,Distinction,-51.0,,34903.0,197.0,0.0,90.0,882676.0,93.0,4.0
DDD,2013B,494919,F,Scotland,A Level or Equivalent,10-20,0-35,0,60,Y,Pass,-164.0,,25337.0,116.0,0.0,77.0,547959.0,191.0,1.0
BBB,2013J,609307,F,South East Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,-31.0,,15000.0,166.0,0.0,85.0,703939.0,228.0,1.0
DDD,2013J,589875,M,South Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,-29.0,,25352.0,164.0,0.0,78.0,674165.0,1.0,1.0
FFF,2014J,574527,M,London Region,Lower Than A Level,20-30%,0-35,0,60,Y,Fail,-80.0,,34901.0,93.0,0.0,51.0,882545.0,168.0,3.0
DDD,2013J,597770,F,West Midlands Region,Lower Than A Level,20-30%,0-35,0,130,Y,Pass,-63.0,,25354.0,237.0,0.0,58.0,673519.0,51.0,2.0
BBB,2013J,2140444,F,Wales,A Level or Equivalent,50-60%,35-55,1,120,N,Fail,-53.0,,15006.0,168.0,0.0,100.0,703939.0,18.0,1.0
BBB,2013J,575681,F,North Western Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,-117.0,,15004.0,102.0,0.0,100.0,703942.0,187.0,1.0
FFF,2013B,424544,M,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,210,N,Fail,-24.0,,34868.0,216.0,0.0,75.0,526738.0,22.0,1.0
CCC,2014J,506705,M,South West Region,A Level or Equivalent,80-90%,0-35,0,120,N,Pass,-81.0,,34908.0,226.0,0.0,78.0,909093.0,16.0,1.0
BBB,2014J,581877,F,Yorkshire Region,Lower Than A Level,40-50%,0-35,0,60,Y,Pass,-107.0,,15023.0,155.0,0.0,65.0,913680.0,0.0,2.0
FFF,2013J,586808,M,West Midlands Region,Lower Than A Level,0-10%,0-35,0,90,N,Pass,-113.0,,34874.0,46.0,0.0,76.0,716222.0,169.0,3.0
GGG,2014B,632936,M,London Region,Lower Than A Level,60-70%,0-35,0,30,N,Pass,-28.0,,37427.0,165.0,0.0,70.0,798687.0,-1.0,1.0
FFF,2013J,543607,M,East Midlands Region,HE Qualification,90-100%,0-35,0,60,N,Pass,-80.0,,34878.0,20.0,0.0,99.0,716238.0,54.0,1.0
CCC,2014B,165733,M,Scotland,A Level or Equivalent,20-30%,0-35,0,90,Y,Withdrawn,-79.0,171.0,25341.0,25.0,0.0,97.0,730035.0,61.0,1.0
FFF,2013B,526417,F,London Region,A Level or Equivalent,90-100%,0-35,0,60,N,Distinction,-21.0,,34870.0,222.0,0.0,95.0,526721.0,107.0,8.0
FFF,2014J,56637,M,East Midlands Region,Lower Than A Level,50-60%,0-35,0,90,Y,Distinction,-99.0,,34910.0,224.0,0.0,78.0,882547.0,3.0,7.0
FFF,2013B,476194,M,Scotland,Lower Than A Level,50-60%,0-35,0,60,N,Pass,-305.0,,34860.0,5.0,0.0,76.0,527460.0,86.0,2.0
FFF,2014B,614887,M,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,-86.0,,34890.0,167.0,0.0,85.0,779529.0,-16.0,1.0
BBB,2013J,599230,F,South West Region,HE Qualification,60-70%,35-55,0,60,N,Distinction,-67.0,,14999.0,130.0,0.0,83.0,703721.0,155.0,15.0
